config_id,framework,backend,label,case_id,concurrency,prompt_tokens,max_tokens,batch_index,request_index,elapsed_ms,completion_tokens,total_tokens,tok_per_s,status,error
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,2,7395,256,2445,34.6180,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,3,7347,256,2445,34.8442,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,4,7347,256,2445,34.8442,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,5,7382,256,2445,34.6789,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,6,7365,256,2445,34.7590,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,7,7382,256,2445,34.6789,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,1,8,7364,256,2445,34.7637,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,1,7341,256,2445,34.8726,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,2,7411,256,2445,34.5432,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,3,7360,256,2445,34.7826,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,4,7379,256,2445,34.6930,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,5,7379,256,2445,34.6930,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,6,7398,256,2445,34.6039,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,7,7397,256,2445,34.6086,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,2,8,7409,256,2445,34.5526,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,1,7338,256,2445,34.8869,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,2,7357,256,2445,34.7968,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,3,7376,256,2445,34.7072,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,4,7376,256,2445,34.7072,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,5,7394,256,2445,34.6227,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,6,7394,256,2445,34.6227,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,7,7406,256,2445,34.5666,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,3,8,7406,256,2445,34.5666,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,1,7343,256,2445,34.8631,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,2,7362,256,2445,34.7732,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,3,7381,256,2445,34.6836,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,4,7381,256,2445,34.6836,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,5,7399,256,2445,34.5993,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,6,7399,256,2445,34.5993,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,7,7411,256,2445,34.5432,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,4,8,7411,256,2445,34.5432,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,1,7338,256,2445,34.8869,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,2,7357,256,2445,34.7968,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,3,7376,256,2445,34.7072,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,4,7376,256,2445,34.7072,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,5,7394,256,2445,34.6227,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,6,7394,256,2445,34.6227,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,7,7406,256,2445,34.5666,ok,
vllm_triton_attn,vllm,triton_attn,vLLM triton_attn,c8_1k_each,8,2189,256,5,8,7406,256,2445,34.5666,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c1_limit_8k,1,7395,512,1,1,7585,512,7907,67.5016,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c1_limit_8k,1,7395,512,2,1,7590,512,7907,67.4572,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c1_limit_8k,1,7395,512,3,1,7592,512,7907,67.4394,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c1_limit_8k,1,7395,512,4,1,7597,512,7907,67.3950,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c1_limit_8k,1,7395,512,5,1,7597,512,7907,67.3950,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,1,1,8025,512,7907,63.8006,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,1,2,8026,512,7907,63.7927,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,2,1,8019,512,7907,63.8484,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,2,2,8018,512,7907,63.8563,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,3,1,8011,512,7907,63.9121,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,3,2,8011,512,7907,63.9121,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,4,1,8028,512,7907,63.7768,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,4,2,8028,512,7907,63.7768,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,5,1,8022,512,7907,63.8245,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c2_4k_each,2,7395,512,5,2,8022,512,7907,63.8245,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,1,1,8075,512,4835,63.4056,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,1,2,8075,512,4835,63.4056,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,1,3,8074,512,4835,63.4134,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,1,4,8075,512,4835,63.4056,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,2,1,8076,512,4835,63.3977,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,2,2,8075,512,4835,63.4056,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,2,3,8076,512,4835,63.3977,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,2,4,8075,512,4835,63.4056,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,3,1,8070,512,4835,63.4449,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,3,2,8071,512,4835,63.4370,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,3,3,8070,512,4835,63.4449,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,3,4,8071,512,4835,63.4370,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,4,1,8073,512,4835,63.4213,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,4,2,8072,512,4835,63.4291,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,4,3,8072,512,4835,63.4291,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,4,4,8073,512,4835,63.4213,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,5,1,8078,512,4835,63.3820,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,5,2,8077,512,4835,63.3899,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,5,3,8077,512,4835,63.3899,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c4_2k_each,4,4323,512,5,4,8076,512,4835,63.3977,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,1,4370,256,2445,58.5812,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,2,4369,256,2445,58.5946,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,3,4370,256,2445,58.5812,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,4,4368,256,2445,58.6081,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,5,4368,256,2445,58.6081,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,6,4368,256,2445,58.6081,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,7,4369,256,2445,58.5946,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,1,8,4368,256,2445,58.6081,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,1,4372,256,2445,58.5544,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,2,4373,256,2445,58.5410,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,3,4373,256,2445,58.5410,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,4,4372,256,2445,58.5544,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,5,4372,256,2445,58.5544,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,6,4371,256,2445,58.5678,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,7,4371,256,2445,58.5678,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,2,8,4371,256,2445,58.5678,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,1,4373,256,2445,58.5410,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,2,4374,256,2445,58.5277,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,3,4375,256,2445,58.5143,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,4,4374,256,2445,58.5277,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,5,4374,256,2445,58.5277,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,6,4373,256,2445,58.5410,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,7,4373,256,2445,58.5410,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,3,8,4372,256,2445,58.5544,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,1,4375,256,2445,58.5143,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,2,4375,256,2445,58.5143,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,3,4375,256,2445,58.5143,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,4,4376,256,2445,58.5009,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,5,4374,256,2445,58.5277,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,6,4376,256,2445,58.5009,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,7,4375,256,2445,58.5143,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,4,8,4374,256,2445,58.5277,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,1,4370,256,2445,58.5812,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,2,4371,256,2445,58.5678,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,3,4370,256,2445,58.5812,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,4,4369,256,2445,58.5946,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,5,4371,256,2445,58.5678,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,6,4369,256,2445,58.5946,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,7,4369,256,2445,58.5946,ok,
sglang_flashinfer,sglang,flashinfer,SGLang flashinfer,c8_1k_each,8,2189,256,5,8,4370,256,2445,58.5812,ok,
sglang_triton,sglang,triton,SGLang triton,c1_limit_8k,1,7395,512,1,1,7674,512,7907,66.7188,ok,
sglang_triton,sglang,triton,SGLang triton,c1_limit_8k,1,7395,512,2,1,7666,512,7907,66.7884,ok,
sglang_triton,sglang,triton,SGLang triton,c1_limit_8k,1,7395,512,3,1,7671,512,7907,66.7449,ok,
sglang_triton,sglang,triton,SGLang triton,c1_limit_8k,1,7395,512,4,1,7671,512,7907,66.7449,ok,
sglang_triton,sglang,triton,SGLang triton,c1_limit_8k,1,7395,512,5,1,7667,512,7907,66.7797,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,1,1,8112,512,7907,63.1164,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,1,2,8112,512,7907,63.1164,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,2,1,8104,512,7907,63.1787,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,2,2,8103,512,7907,63.1865,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,3,1,8106,512,7907,63.1631,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,3,2,8106,512,7907,63.1631,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,4,1,8116,512,7907,63.0853,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,4,2,8116,512,7907,63.0853,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,5,1,8104,512,7907,63.1787,ok,
sglang_triton,sglang,triton,SGLang triton,c2_4k_each,2,7395,512,5,2,8104,512,7907,63.1787,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,1,1,8147,512,4835,62.8452,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,1,2,8148,512,4835,62.8375,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,1,3,8146,512,4835,62.8529,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,1,4,8147,512,4835,62.8452,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,2,1,8150,512,4835,62.8221,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,2,2,8150,512,4835,62.8221,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,2,3,8150,512,4835,62.8221,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,2,4,8149,512,4835,62.8298,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,3,1,8154,512,4835,62.7913,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,3,2,8152,512,4835,62.8067,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,3,3,8153,512,4835,62.7990,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,3,4,8153,512,4835,62.7990,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,4,1,8158,512,4835,62.7605,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,4,2,8157,512,4835,62.7682,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,4,3,8156,512,4835,62.7759,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,4,4,8156,512,4835,62.7759,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,5,1,8150,512,4835,62.8221,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,5,2,8151,512,4835,62.8144,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,5,3,8149,512,4835,62.8298,ok,
sglang_triton,sglang,triton,SGLang triton,c4_2k_each,4,4323,512,5,4,8150,512,4835,62.8221,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,1,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,2,4382,256,2445,58.4208,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,3,4382,256,2445,58.4208,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,4,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,5,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,6,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,7,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,1,8,4379,256,2445,58.4608,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,1,4386,256,2445,58.3675,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,2,4387,256,2445,58.3542,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,3,4387,256,2445,58.3542,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,4,4386,256,2445,58.3675,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,5,4387,256,2445,58.3542,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,6,4386,256,2445,58.3675,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,7,4387,256,2445,58.3542,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,2,8,4387,256,2445,58.3542,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,1,4385,256,2445,58.3808,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,2,4386,256,2445,58.3675,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,3,4386,256,2445,58.3675,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,4,4387,256,2445,58.3542,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,5,4385,256,2445,58.3808,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,6,4384,256,2445,58.3942,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,7,4386,256,2445,58.3675,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,3,8,4385,256,2445,58.3808,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,1,4380,256,2445,58.4475,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,2,4380,256,2445,58.4475,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,3,4377,256,2445,58.4875,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,4,4378,256,2445,58.4742,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,5,4377,256,2445,58.4875,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,6,4378,256,2445,58.4742,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,7,4377,256,2445,58.4875,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,4,8,4378,256,2445,58.4742,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,1,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,2,4380,256,2445,58.4475,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,3,4379,256,2445,58.4608,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,4,4381,256,2445,58.4341,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,5,4380,256,2445,58.4475,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,6,4379,256,2445,58.4608,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,7,4380,256,2445,58.4475,ok,
sglang_triton,sglang,triton,SGLang triton,c8_1k_each,8,2189,256,5,8,4379,256,2445,58.4608,ok,
