config_id,framework,backend,label,case_id,category,purpose,concurrency,max_tokens,prompt_specs,warmup_runs_excluded,measured_runs,kv_cache_dtype,max_num_batched_tokens,gpu_memory_utilization,context_length,mem_fraction_static,chunked_prefill_size,disable_cuda_graph,max_num_seqs,max_running_requests,tuning_purpose,status,total_requests,success_count,failure_count,median_aggregate_tok_per_s,median_batch_elapsed_ms,p50_ttft_ms,p95_ttft_ms,p50_itl_ms,p95_itl_ms,p50_request_elapsed_ms,p95_request_elapsed_ms,median_request_tok_per_s,profile_summary_json,gpu_peak_memory_mb,gpu_peak_util_pct,startup_seconds,notes
vllm_flashinfer_seq8,vllm,flashinfer,vLLM flashinfer max_num_seqs=8,hom_c8_2k_each,homogeneous_stream,Phase2 c8 throughputをTTFTとITLに分解する,8,256,long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:8,1,5,auto,4096,0.93,8192,,,,8,,同時実行上限を下げて遅延安定性が上がるかを見る,ok,40,40,0,278.3140720598232,7355.0,1820.4950094223022,2282.7727794647217,19.92475986480713,20.37978172302246,7334.5,7361.0,34.90353823569488,"{""long2k"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 1820.4950094223022, ""p95_ttft_ms"": 2282.7727794647217, ""p50_itl_ms"": 19.92475986480713, ""p95_itl_ms"": 20.37978172302246, ""p50_elapsed_ms"": 7334.5, ""p95_elapsed_ms"": 7361.0}}",10615,100,130,
vllm_flashinfer_seq8,vllm,flashinfer,vLLM flashinfer max_num_seqs=8,mix_short6_long2_c8,mixed_stream,長いprefillが短い依頼のTTFT/p95を悪化させるかを見る,8,256,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:6;long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:2,1,5,auto,4096,0.93,8192,,,,8,,同時実行上限を下げて遅延安定性が上がるかを見る,ok,40,40,0,344.9907078898463,5919.0,798.8104820251465,1024.0318775177002,19.228458404541016,19.78445053100586,5909.0,5924.0,43.21352965387365,"{""short"": {""count"": 30, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 790.8670902252197, ""p95_ttft_ms"": 1015.8772468566895, ""p50_itl_ms"": 19.22619342803955, ""p95_itl_ms"": 19.800662994384766, ""p50_elapsed_ms"": 5904.0, ""p95_elapsed_ms"": 5921.0}, ""long2k"": {""count"": 10, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 1015.6922340393066, ""p95_ttft_ms"": 1026.7267227172852, ""p50_itl_ms"": 19.231319427490234, ""p95_itl_ms"": 19.757986068725586, ""p50_elapsed_ms"": 5914.5, ""p95_elapsed_ms"": 5926.0}}",10615,100,130,
vllm_flashinfer_seq8,vllm,flashinfer,vLLM flashinfer max_num_seqs=8,prefill_heavy_c4_4k_each,prefill_pressure,入力処理が重い時のscheduler/prefill処理を見る,4,128,long4k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:7300:4,1,5,auto,4096,0.93,8192,,,,8,,同時実行上限を下げて遅延安定性が上がるかを見る,ok,20,20,0,109.02496266268402,4687.0,2039.4237041473389,2286.229372024536,18.98336410522461,19.355297088623047,4670.5,4701.0,27.335825191557383,"{""long4k"": {""count"": 20, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 2039.4237041473389, ""p95_ttft_ms"": 2286.229372024536, ""p50_itl_ms"": 18.98336410522461, ""p95_itl_ms"": 19.355297088623047, ""p50_elapsed_ms"": 4670.5, ""p95_elapsed_ms"": 4701.0}}",10615,100,130,
vllm_flashinfer_seq8,vllm,flashinfer,vLLM flashinfer max_num_seqs=8,decode_heavy_c8_short,decode_pressure,出力生成が長い時のITLとdecode安定性を見る,8,1024,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:8,1,5,auto,4096,0.93,8192,,,,8,,同時実行上限を下げて遅延安定性が上がるかを見る,ok,40,40,0,400.62828253080056,20373.0,616.9002056121826,642.8225040435791,19.205093383789062,19.7756290435791,20288.0,20346.0,50.27602572518068,"{""short"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 616.9002056121826, ""p95_ttft_ms"": 642.8225040435791, ""p50_itl_ms"": 19.205093383789062, ""p95_itl_ms"": 19.7756290435791, ""p50_elapsed_ms"": 20288.0, ""p95_elapsed_ms"": 20346.0}}",10615,100,130,
vllm_flashinfer_batch8192,vllm,flashinfer,vLLM flashinfer batched_tokens=8192,hom_c8_2k_each,homogeneous_stream,Phase2 c8 throughputをTTFTとITLに分解する,8,256,long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:8,1,5,auto,8192,0.93,8192,,,,16,,prefillを広く詰めた時の吞吐とp95を見る,ok,40,40,0,277.6722734671731,7372.0,2048.055410385132,2332.5085639953613,19.916176795959473,20.484447479248047,7359.5,7401.0,34.78260869565217,"{""long2k"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 2048.055410385132, ""p95_ttft_ms"": 2332.5085639953613, ""p50_itl_ms"": 19.916176795959473, ""p95_itl_ms"": 20.484447479248047, ""p50_elapsed_ms"": 7359.5, ""p95_elapsed_ms"": 7401.0}}",11217,100,140,
vllm_flashinfer_batch8192,vllm,flashinfer,vLLM flashinfer batched_tokens=8192,mix_short6_long2_c8,mixed_stream,長いprefillが短い依頼のTTFT/p95を悪化させるかを見る,8,256,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:6;long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:2,1,5,auto,8192,0.93,8192,,,,16,,prefillを広く詰めた時の吞吐とp95を見る,ok,40,40,0,343.36640322851855,5946.0,1033.3460569381714,1066.4889812469482,19.219636917114258,19.822359085083008,5933.5,5968.0,42.98356541278714,"{""short"": {""count"": 30, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 1033.334493637085, ""p95_ttft_ms"": 1067.148208618164, ""p50_itl_ms"": 19.221961498260498, ""p95_itl_ms"": 19.823074340820312, ""p50_elapsed_ms"": 5933.5, ""p95_elapsed_ms"": 5968.0}, ""long2k"": {""count"": 10, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 1033.373236656189, ""p95_ttft_ms"": 1065.0784969329834, ""p50_itl_ms"": 19.219040870666504, ""p95_itl_ms"": 19.779682159423828, ""p50_elapsed_ms"": 5933.5, ""p95_elapsed_ms"": 5969.0}}",11217,100,140,
vllm_flashinfer_batch8192,vllm,flashinfer,vLLM flashinfer batched_tokens=8192,prefill_heavy_c4_4k_each,prefill_pressure,入力処理が重い時のscheduler/prefill処理を見る,4,128,long4k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:7300:4,1,5,auto,8192,0.93,8192,,,,16,,prefillを広く詰めた時の吞吐とp95を見る,ok,20,20,0,108.75106202209005,4708.0,2225.1874208450317,2309.7825050354004,18.967270851135254,19.29640769958496,4694.5,4710.0,27.265957247928654,"{""long4k"": {""count"": 20, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 2225.1874208450317, ""p95_ttft_ms"": 2309.7825050354004, ""p50_itl_ms"": 18.967270851135254, ""p95_itl_ms"": 19.29640769958496, ""p50_elapsed_ms"": 4694.5, ""p95_elapsed_ms"": 4710.0}}",11217,100,140,
vllm_flashinfer_batch8192,vllm,flashinfer,vLLM flashinfer batched_tokens=8192,decode_heavy_c8_short,decode_pressure,出力生成が長い時のITLとdecode安定性を見る,8,1024,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:8,1,5,auto,8192,0.93,8192,,,,16,,prefillを広く詰めた時の吞吐とp95を見る,ok,40,40,0,400.74612212841157,20372.0,618.4694766998291,636.1677646636963,19.208312034606934,19.779443740844727,20281.0,20330.0,50.29337816083168,"{""short"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 618.4694766998291, ""p95_ttft_ms"": 636.1677646636963, ""p50_itl_ms"": 19.208312034606934, ""p95_itl_ms"": 19.779443740844727, ""p50_elapsed_ms"": 20281.0, ""p95_elapsed_ms"": 20330.0}}",11217,100,140,
sglang_flashinfer_run8,sglang,flashinfer,SGLang flashinfer max_running=8,hom_c8_2k_each,homogeneous_stream,Phase2 c8 throughputをTTFTとITLに分解する,8,256,long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:8,1,5,,,,8192,0.85,,0,,8,同時実行上限を下げて遅延安定性が上がるかを見る,ok,40,40,0,464.2938109272274,4411.0,161.69846057891846,164.19291496276855,16.55435562133789,17.041444778442383,4395.0,4406.0,58.24800910125143,"{""long2k"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 161.69846057891846, ""p95_ttft_ms"": 164.19291496276855, ""p50_itl_ms"": 16.55435562133789, ""p95_itl_ms"": 17.041444778442383, ""p50_elapsed_ms"": 4395.0, ""p95_elapsed_ms"": 4406.0}}",11285,100,75,
sglang_flashinfer_run8,sglang,flashinfer,SGLang flashinfer max_running=8,mix_short6_long2_c8,mixed_stream,長いprefillが短い依頼のTTFT/p95を悪化させるかを見る,8,256,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:6;long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:2,1,5,,,,8192,0.85,,0,,8,同時実行上限を下げて遅延安定性が上がるかを見る,ok,40,40,0,473.1977818853974,4328.0,136.26551628112793,250.31590461730957,16.324996948242188,16.855716705322266,4312.5,4431.0,59.362319638560905,"{""short"": {""count"": 30, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 134.6341371536255, ""p95_ttft_ms"": 250.3378391265869, ""p50_itl_ms"": 16.325712203979492, ""p95_itl_ms"": 16.911745071411133, ""p50_elapsed_ms"": 4312.5, ""p95_elapsed_ms"": 4431.0}, ""long2k"": {""count"": 10, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 136.39330863952637, ""p95_ttft_ms"": 249.4649887084961, ""p50_itl_ms"": 16.31760597229004, ""p95_itl_ms"": 16.828536987304688, ""p50_elapsed_ms"": 4312.5, ""p95_elapsed_ms"": 4436.0}}",11289,97,75,
sglang_flashinfer_run8,sglang,flashinfer,SGLang flashinfer max_running=8,prefill_heavy_c4_4k_each,prefill_pressure,入力処理が重い時のscheduler/prefill処理を見る,4,128,long4k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:7300:4,1,5,,,,8192,0.85,,0,,8,同時実行上限を下げて遅延安定性が上がるかを見る,ok,20,20,0,241.623407267579,2119.0,134.1547966003418,253.74865531921387,15.549898147583008,15.915155410766602,2113.5,2234.0,60.56305046786551,"{""long4k"": {""count"": 20, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 134.1547966003418, ""p95_ttft_ms"": 253.74865531921387, ""p50_itl_ms"": 15.549898147583008, ""p95_itl_ms"": 15.915155410766602, ""p50_elapsed_ms"": 2113.5, ""p95_elapsed_ms"": 2234.0}}",11289,97,75,
sglang_flashinfer_run8,sglang,flashinfer,SGLang flashinfer max_running=8,decode_heavy_c8_short,decode_pressure,出力生成が長い時のITLとdecode安定性を見る,8,1024,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:8,1,5,,,,8192,0.85,,0,,8,同時実行上限を下げて遅延安定性が上がるかを見る,ok,40,40,0,481.668922497499,16993.0,118.8359260559082,174.44252967834473,16.41857624053955,16.94488525390625,16946.5,17023.0,60.39416817699228,"{""short"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 118.8359260559082, ""p95_ttft_ms"": 174.44252967834473, ""p50_itl_ms"": 16.41857624053955, ""p95_itl_ms"": 16.94488525390625, ""p50_elapsed_ms"": 16946.5, ""p95_elapsed_ms"": 17023.0}}",11289,97,75,
sglang_flashinfer_chunk4096,sglang,flashinfer,SGLang flashinfer chunked_prefill=4096,hom_c8_2k_each,homogeneous_stream,Phase2 c8 throughputをTTFTとITLに分解する,8,256,long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:8,1,5,,,,8192,0.85,4096,0,,16,chunked prefillで短い依頼のTTFTが守られるかを見る,ok,40,40,0,450.5059392872855,4546.0,296.37134075164795,397.37892150878906,16.542792320251465,17.043352127075195,4528.0,4630.0,56.53710247349824,"{""long2k"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 296.37134075164795, ""p95_ttft_ms"": 397.37892150878906, ""p50_itl_ms"": 16.542792320251465, ""p95_itl_ms"": 17.043352127075195, ""p50_elapsed_ms"": 4528.0, ""p95_elapsed_ms"": 4630.0}}",11629,100,75,
sglang_flashinfer_chunk4096,sglang,flashinfer,SGLang flashinfer chunked_prefill=4096,mix_short6_long2_c8,mixed_stream,長いprefillが短い依頼のTTFT/p95を悪化させるかを見る,8,256,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:6;long2k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:3700:2,1,5,,,,8192,0.85,4096,0,,16,chunked prefillで短い依頼のTTFTが守られるかを見る,ok,40,40,0,442.7150886294855,4626.0,442.9287910461426,448.44603538513184,16.300201416015625,16.802072525024414,4613.0,4625.0,55.495339258616944,"{""short"": {""count"": 30, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 443.0192708969116, ""p95_ttft_ms"": 448.7881660461426, ""p50_itl_ms"": 16.301512718200684, ""p95_itl_ms"": 16.802072525024414, ""p50_elapsed_ms"": 4613.0, ""p95_elapsed_ms"": 4626.0}, ""long2k"": {""count"": 10, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 442.3224925994873, ""p95_ttft_ms"": 448.0452537536621, ""p50_itl_ms"": 16.29817485809326, ""p95_itl_ms"": 16.846895217895508, ""p50_elapsed_ms"": 4612.0, ""p95_elapsed_ms"": 4625.0}}",11629,100,75,
sglang_flashinfer_chunk4096,sglang,flashinfer,SGLang flashinfer chunked_prefill=4096,prefill_heavy_c4_4k_each,prefill_pressure,入力処理が重い時のscheduler/prefill処理を見る,4,128,long4k:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx8192.txt:7300:4,1,5,,,,8192,0.85,4096,0,,16,chunked prefillで短い依頼のTTFTが守られるかを見る,ok,20,20,0,217.7796682262867,2351.0,368.7220811843872,478.29270362854004,15.501260757446289,15.841007232666016,2346.0,2451.0,54.56096473018679,"{""long4k"": {""count"": 20, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 368.7220811843872, ""p95_ttft_ms"": 478.29270362854004, ""p50_itl_ms"": 15.501260757446289, ""p95_itl_ms"": 15.841007232666016, ""p50_elapsed_ms"": 2346.0, ""p95_elapsed_ms"": 2451.0}}",11661,100,75,
sglang_flashinfer_chunk4096,sglang,flashinfer,SGLang flashinfer chunked_prefill=4096,decode_heavy_c8_short,decode_pressure,出力生成が長い時のITLとdecode安定性を見る,8,1024,short:/home/ubuntu/Desktop/D-flash-eval/backend_compare/prompts/ctx512.txt:0:8,1,5,,,,8192,0.85,4096,0,,16,chunked prefillで短い依頼のTTFTが守られるかを見る,ok,40,40,0,471.56343541330875,17372.0,497.8421926498413,502.90918350219727,16.414642333984375,16.948223114013672,17323.0,17361.0,59.112163217245936,"{""short"": {""count"": 40, ""prompt_tokens"": 0.0, ""p50_ttft_ms"": 497.8421926498413, ""p95_ttft_ms"": 502.90918350219727, ""p50_itl_ms"": 16.414642333984375, ""p95_itl_ms"": 16.948223114013672, ""p50_elapsed_ms"": 17323.0, ""p95_elapsed_ms"": 17361.0}}",11661,100,75,
